

32 0.0014 
0.0034 33 
65 0.0015 
0.0511 128 
256 0.0574 
0.0108 257 
1000 0.0322 
0.0939 2000 


32 0.0026 
0.0034 64 
65 0.0042 
0.0511 129 
256 0.0650 
0.0108 512 
1000 0.0561 


32 33 
0.0034 0.0175 
65 128 
0.0511 0.0069 
256 257 
0.0108 0.0649 
1000 2000 


32 0.0016 
0.0034 64 
65 0.0416 
0.0511 129 
256 0.0137 
0.0108 512 
1000 0.0611 
