

32 110.1036 
259.4176 33 
65 84.2045 
35.0504 128 
256 11109.8538 
1560.1778 257 
1000 3115.0773 
6970.7471 2000 


32 107.5172 
259.4176 64 
65 81.0969 
35.0504 129 
256 12262.4697 
1560.1778 512 
1000 4668.8213 


32 33 
259.4176 65.1229 
65 128 
35.0504 70.2221 
256 257 
1560.1778 12535.4293 
1000 2000 


32 216.6306 
259.4176 64 
65 65.3562 
35.0504 129 
256 3730.4915 
1560.1778 512 
1000 5573.0678 
