

32 235.5186 
33 297.8807 
64 1566.0850 
65 626.6585 
128 11172.4214 
129 1834.0641 
256 13428.3525 
257 3356.6256 
512 13154.6515 
1000 14514.8918 
2000 14712.2544 


32 269.1983 
33 331.6247 
64 2951.7633 
65 911.9314 
128 8435.6772 
129 1120.3533 
256 12263.5962 
257 2890.7681 
512 12562.5709 
1000 10344.6655 
2000 12596.7736 


32 1263.1877 
33 1979.0395 
64 273.6208 
65 903.7615 
128 3781.3798 
129 12300.5123 
256 8090.6523 
257 11754.8842 
512 10346.5126 
1000 10568.4210 
2000 8764.3183 


32 2337.3632 
33 3679.2192 
64 2532.7585 
65 8562.8963 
128 4038.5342 
129 11720.4857 
256 8657.8083 
257 11124.3889 
512 10690.9258 
1000 10303.3839 
2000 10380.6022 
