

32 4.77519087357954586 
33 4.77519087357954586 
64 6.42622514204545414 
65 6.42622514204545414 
128 69.25779030539773373 
129 69.25779030539773373 
256 442.76935369318181301 
257 442.76935369318181301 
512 3823.09137517755698354 
1000 20125.34956498579413164 
2000 259851.46275745739694685 


32 0.51127485795454541 
33 0.23262162642045456 
64 1.40136718750000000 
65 1.33134321732954541 
128 14.76962002840909172 
129 14.05406605113636331 
256 80.50042169744318699 
257 79.12690873579545325 
512 626.97800514914774794 
1000 7851.75110973011396709 
2000 59867.77499112216173671 


32 3.64464222301136376 
33 3.64464222301136376 
64 7.23599520596590917 
65 7.23599520596590917 
128 29.41566051136363669 
129 29.41566051136363669 
256 98.41461736505681301 
257 98.41461736505681301 
512 558.02749911221587809 
1000 4137.58937766335202468 
2000 38886.50736860795586836 


32 0.07874644886363637 
33 0.02070756392045454 
64 0.60875355113636365 
65 0.20243696732954544 
128 3.91452858664772707 
129 1.36818625710227271 
256 14.34095348011363669 
257 11.24784712357954497 
512 92.50363991477273373 
1000 707.50781250000000000 
2000 5834.12273615056801646 
