

32 0.0514 
33 0.0150 
64 0.0100 
65 0.1544 
128 0.0017 
129 0.0016 
256 3.500927e-07 
257 0.0058 
512 0.0002 
1000 0.0046 
2000 0.0220 


32 0.0395 
33 0.0224 
64 0.0222 
65 0.1046 
128 0.0043 
129 0.0050 
256 4.619678e-07 
257 0.0013 
512 0.0001 
1000 0.1439 
2000 0.1762 


32 0.0464 
33 0.0086 
64 0.0374 
65 0.0057 
128 0.0026 
129 0.0134 
256 3.091714e-06 
257 6.811186e-06 
512 0.0027 
1000 0.0184 
2000 0.7369 


32 0.0292 
33 0.0207 
64 0.0214 
65 0.0166 
128 0.0066 
129 0.0256 
256 3.377013e-05 
257 0.0001 
512 0.0089 
1000 0.3131 
2000 0.4931 
