

32 0.0007 
33 0.0007 
64 0.0188 
65 0.0070 
128 1.5874 
129 0.2224 
256 13.6915 
257 2.2325 
512 108.8105 
1000 633.3813 
2000 8272.8242 


32 0.0008 
33 0.0009 
64 0.0456 
65 0.0134 
128 1.3708 
129 0.1732 
256 10.8597 
257 2.5162 
512 86.6419 
1000 776.0479 
2000 8295.5662 


32 0.0007 
33 0.0007 
64 0.0025 
65 0.0026 
128 0.2111 
129 0.2462 
256 1.6405 
257 1.7900 
512 13.1362 
1000 93.7648 
2000 736.2197 


32 0.0009 
33 0.0009 
64 0.0171 
65 0.0193 
128 0.1741 
129 0.1766 
256 1.3660 
257 1.3766 
512 10.8788 
1000 80.8225 
2000 666.1810 
